Date,Year,Distance,Standard Distance?,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links
20/07/2011,2011,3b 5km,Yes,"IJA, Rochester",Bob Evans,M,USA,00:19:01,?,https://dev.juggle.org/history/champs/champs2011.php
20/07/2011,2011,3b 5km,Yes,"IJA, Rochester",Tyler Wishau,M,USA,00:18:38,?,https://dev.juggle.org/history/champs/champs2011.php
20/07/2011,2011,3b 5km,Yes,"IJA, Rochester",Charles Schweitzer,M,USA,00:17:57,?,https://dev.juggle.org/history/champs/champs2011.php
24/05/2011,2011,5b 5km,Yes,Time Trial,Matthew Feldman,M,USA,00:27:06,?,
22/05/2011,2011,3b Marathon,Yes,Edinburgh Marathon,Ralph Kidner,M,GBR,04:37:31,48,https://www.edinburghmarathon.com/results?name=ralph+kidner&running_number=&event=28&gender=&age_category=
22/05/2011,2011,3b Half Marathon,Yes,Edinburgh Half Marathon,Steve Portwine,M,GBR,02:04:03,6,https://www.podiumrunner.com/events/the-tale-of-the-scottish-joggler/  https://www.getreading.co.uk/news/local-news/woodley-man-steve-portwine-juggle-4214204
24/04/2011,2011,3b Marathon,Yes,London Marathon,Tim Butler,M,GBR,05:06:20,?,https://www.joggling.co.uk/Marathon-List
17/04/2011,2011,3c Marathon,No,London Marathon,Colin Francome,M,GBR,07:32:23,?,https://www.justgiving.com/fundraising/colinfrancome https://marathonview.net/search?query=colin%20francome
10/04/2011,2011,3b Marathon,Yes,Paris Marathon,Perry Romanowski,M,USA,03:58:05,?,https://marathonview.net/result/43416935
29/01/2011,2011,3b 50 Mile,Yes,Yorkshire Frostbite 50,Tim Butler,M,GBR,13:34:00,?,https://www.joggling.co.uk/Marathon-List
07/11/2010,2010,3b Marathon,Yes,Rutland Water Marathon,Tim Butler,M,GBR,04:34:19,?,https://www.joggling.co.uk/Marathon-List
10/10/2010,2010,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:38:08,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
10/10/2010,2010,4b Half Marathon,No,Munich Half Marathon,Peter Meyer,M,DEU,02:21:07,15,99% 4 balls - this is close enough! https://muenchen.r.mikatiming.de/2010/?pid=search  http://home.mnet-online.de/joggling/aboutme_d.htm
10/10/2010,2010,5b Marathon,Yes,Chicago Marathon,Barry Goldmeier,M,USA,05:51:41,?,http://www.marathonguide.com/results/browse.cfm?MIDD=67101010&Gen=B&Begin=31706&End=31805&Max=36159
08/08/2010,2010,3c Half Marathon,Yes,Newark Half Marathon,Tim Butler,M,GBR,02:24:00,?,https://www.youtube.com/watch?v=K0y6jjFVx7o  https://www.facebook.com/photo/?fbid=1467928150956&set=a.1200853594259
23/07/2010,2010,3b Ulta (70m),No,Grimsthorpe Ultramarathon,Tim Butler,M,GBR,20:28:00,?,https://www.joggling.co.uk/Marathon-List
24/04/2010,2010,3b Marathon,Yes,Nashville Country Music Marathon,Perry Romanowski,M,USA,03:48:25,?,
06/12/2009,2009,3b Marathon,Yes,Rock 'n' Roll Las Vegas,Perry Romanowski,M,USA,04:08:48,?,
22/11/2009,2009,3b Marathon,Yes,Philadelphia Marathon,Joe Salter,M,USA,03:31:11,?,
22/11/2009,2009,3b Marathon,Yes,Philadelphia Marathon,Perry Romanowski,M,USA,03:27:29,?,https://marathonview.net/result/60673065
22/11/2009,2009,3b Marathon,Yes,Philadelphia Marathon,Barry Goldmeier,M,USA,05:53:46,?,https://marathonview.net/search?query=Barry%20Goldmeier  https://www.facebook.com/photo/?fbid=1770227386337053&set=gm.717510868420766
18/10/2009,2009,3b Marathon,Yes,Spires and Steeples,Tim Butler,M,GBR,04:35:16,?,https://www.joggling.co.uk/Marathon-List
11/10/2009,2009,3b Marathon,Yes,Munich Marathon,Peter Meyer,M,DEU,04:28:54,12,80% with 4 balls. https://marathonview.net/search?query=peter%20meyer  http://home.mnet-online.de/joggling/aboutme_d.htm
26/09/2009,2009,3b Marathon,Yes,Akron Marathon,David Livingston,M,USA,03:28:56,?,https://eu.beaconjournal.com/story/news/local/2015/09/24/wooster-runner-hopes-to-set/10301568007/  https://marathonview.net/search?query=david%20livingston
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Quentin Dombro,M,0,00:36:30,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Andrew Ruiz,M,0,00:32:33,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Jack Hirschowitz,M,USA,00:30:55,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Andrew Swan,M,0,00:30:52,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Kurt Siefken,M,0,00:25:52,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",John Clayton,M,0,00:23:50,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Chuck Hawley,M,0,00:23:04,?,https://dev.juggle.org/history/champs/champs2009.php
14/07/2009,2009,3b 5km,Yes,"IJA, Winston-Salem",Tyler Wishau,M,USA,00:18:47,?,https://dev.juggle.org/history/champs/champs2009.php
12/07/2009,2009,3b 10km,Yes,"Graves Park, Sheffield",Ralph Kidner,M,GBR,01:03:30,6,https://www.facebook.com/photo/?fbid=1193986171276&set=a.1149082808720 & Facebook message
12/07/2009,2009,3b 10km,Yes,"Graves Park, Sheffield",Tim Butler,M,GBR,01:03:30,2,https://www.facebook.com/photo/?fbid=1193986171276&set=a.1149082808720 & Facebook message
21/06/2009,2009,3b 10km,Yes,Leeds 10km,Ralph Kidner,M,GBR,01:09:27,10,https://www.justgiving.com/fundraising/ralphybabe
06/06/2009,2009,3b Marathon,Yes,"Sunburst Marathon, South Bend",Perry Romanowski,M,USA,03:21:38,?,
19/04/2009,2009,3b Half Marathon,Yes,Montreal Half-Marathon,Michal Kapral,M,CAN,01:23:49,2,http://thejoggler.blogspot.com/2009/04/half-marathon-joggling-record.html
11/01/2009,2009,3b Marathon,Yes,"Disney Marathon, Orlando, FL",Jeff Civillico,M,USA,04:24:16,?,https://jeffcivillico.com/joggling-disney-marathon/
19/10/2008,2008,3b Marathon,Yes,Spires and Steeples,Tim Butler,M,GBR,05:39:40,?,https://www.joggling.co.uk/Marathon-List
12/10/2008,2008,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:39:36,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
12/10/2008,2008,3b Marathon,Yes,Victoria BC Marathon,Michal Kapral,M,CAN,03:12:05,?,
29/08/2008,2008,3b 5km,Yes,Canadian Joggle Off,Michal Kapral,M,CAN,00:17:05,0,https://thejoggler.blogspot.com/2008/08/canadian-running-magazine-5k-joggle-off.html
29/08/2008,2008,3b 5km,Yes,Canadian Joggle Off,Simon Hodge,M,CAN,00:17:04,5,https://thejoggler.blogspot.com/2008/08/canadian-running-magazine-5k-joggle-off.html
15/07/2008,2008,3b 5km,Yes,"IJA, Kentucky",Tom McClintock,M,0,00:29:20,?,https://dev.juggle.org/history/champs/champs2008.php
15/07/2008,2008,3b 5km,Yes,"IJA, Kentucky",Andrew Swan,M,0,00:28:03,?,https://dev.juggle.org/history/champs/champs2008.php
15/07/2008,2008,3b 5km,Yes,"IJA, Kentucky",Danny Tomaro,M,0,00:26:07,?,https://dev.juggle.org/history/champs/champs2008.php
15/07/2008,2008,3b 5km,Yes,"IJA, Kentucky",Gus Tate,M,USA,00:24:31,?,https://dev.juggle.org/history/champs/champs2008.php
15/07/2008,2008,3b 5km,Yes,"IJA, Kentucky",Jesse Joyner,M,USA,00:24:24,?,https://dev.juggle.org/history/champs/champs2008.php
15/07/2008,2008,3b 5km,Yes,"IJA, Kentucky",Perry Romanowski,M,USA,00:21:50,?,https://dev.juggle.org/history/champs/champs2008.php
22/06/2008,2008,3b 10km,Yes,Leeds 10km,Ralph Kidner,M,GBR,01:12:00,82,https://www.facebook.com/photo/?fbid=10231140425355467
13/04/2008,2008,3b Marathon,Yes,London Marathon,Perry Romanowski,M,USA,03:35:36,?,https://marathonview.net/result/45354889
14/10/2007,2007,3b Marathon,Yes,Munich Marathon,Peter Meyer,M,DEU,04:10:07,1,https://marathonview.net/search?query=peter%20meyer  http://home.mnet-online.de/joggling/aboutme_d.htm
07/10/2007,2007,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:59:00,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
30/09/2007,2007,3b Marathon,Yes,Toronto Waterfront Marathon,Michal Kapral,M,CAN,02:50:12,2,
17/07/2007,2007,5b 5km,Yes,"IJA, Winston-Salem",Barry Goldmeier,M,USA,00:38:58,?,https://dev.juggle.org/history/champs/champs2007.php
17/07/2007,2007,3b 5km,Yes,"IJA, Winston-Salem",Jack Hirschowitz,M,USA,00:32:50,?,https://dev.juggle.org/history/champs/champs2007.php
17/07/2007,2007,3b 5km,Yes,"IJA, Winston-Salem",Terry Odom,M,USA,00:29:33,?,https://dev.juggle.org/history/champs/champs2007.php
17/07/2007,2007,3b 5km,Yes,"IJA, Winston-Salem",Andrew Perrin,M,0,00:25:46,?,https://dev.juggle.org/history/champs/champs2007.php
17/07/2007,2007,3b 5km,Yes,"IJA, Winston-Salem",Greg Warrington,M,0,00:24:34,?,https://dev.juggle.org/history/champs/champs2007.php
17/07/2007,2007,3b 5km,Yes,"IJA, Winston-Salem",Christoph Mitasch,M,0,00:22:27,?,https://dev.juggle.org/history/champs/champs2007.php
17/06/2007,2007,3b Marathon,Yes,Fuerth Marathon,Ingbert Bittel,M,DEU,04:57:25,?,https://www.trackmyrace.com/en/running/event-zone/event/jahrtausend-marathon-fuerth/results/marathon/   https://www.teambittel.de/team/veranstaltungen_2007/20070617_fuerth.htm
29/04/2007,2007,3b 5km,Yes,"Limestone 5K, Kingston, Ontario",Travis Saunders,M,CAN,00:17:05,?,https://thejoggler.blogspot.com/2007/05/saunders-just-misses-5k-joggling-record.html
21/04/2007,2007,3b Marathon,Yes,Salt Lake City Marathon,Zach Warren,M,USA,02:57:02,?,
21/04/2007,2007,3b Marathon,Yes,Salt Lake City Marathon,Michal Kapral,M,CAN,02:53:28,4,
02/04/2007,2007,3b 10km,Yes,Lincoln 10km,Tim Butler,M,GBR,00:47:01,?,
25/03/2007,2007,3b 30km,No,"Around The Bay 30k, Hamilton, Canada",Michal Kapral,M,CAN,01:54:44,4,https://thejoggler.blogspot.com/2007/03/joggling-around-bay.html      https://www.sportstats.ca/display-results.xhtml?raceid=8080&bib=15
19/11/2006,2006,3b Marathon,Yes,Philadelphia Marathon,Zach Warren,M,USA,02:52:15,?,
05/11/2006,2006,3b Marathon,Yes,New York City Marathon,Jonas Eberlein,M,DEU,05:13:31,?,https://marathonview.net/search?query=Jonas%20Eberlein  https://www.justyouraveragejoggler.com/jonas-eberlein-world-traveling-adventure-joggler/
22/10/2006,2006,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:24:46,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
24/09/2006,2006,3b Marathon,Yes,Toronto Waterfront Marathon,Perry Romanowski,M,USA,03:28:54,?,https://marathonview.net/result/53088739
24/09/2006,2006,3b Marathon,Yes,Toronto Waterfront Marathon,Michal Kapral,M,CAN,02:57:44,8,
10/09/2006,2006,3b 10km,Yes,Toronto Island Run,Michal Kapral,M,CAN,00:36:27,?,
18/07/2006,2006,3b 5km,Yes,"IJA, Portland, Oregon",Dorothy Finnigan,F,0,00:36:11,?,https://dev.juggle.org/history/champs/champs2006.php
18/07/2006,2006,3b 5km,Yes,"IJA, Portland, Oregon",Dean Bennett,M,0,00:28:30,?,https://dev.juggle.org/history/champs/champs2006.php
18/07/2006,2006,3b 5km,Yes,"IJA, Portland, Oregon",Tom McClintock,M,0,00:27:53,?,https://dev.juggle.org/history/champs/champs2006.php
18/07/2006,2006,3b 5km,Yes,"IJA, Portland, Oregon",Danny Tomaro,M,0,00:25:27,?,https://dev.juggle.org/history/champs/champs2006.php
18/07/2006,2006,3b 5km,Yes,"IJA, Portland, Oregon",Kyle Barrett,M,0,00:21:25,?,https://dev.juggle.org/history/champs/champs2006.php
18/07/2006,2006,3b 5km,Yes,"IJA, Portland, Oregon",Tosch Roy,M,0,00:20:01,?,https://dev.juggle.org/history/champs/champs2006.php
28/05/2006,2006,3b Marathon,Yes,Madison Marathon,Perry Romanowski,M,USA,03:56:56,?,
21/05/2006,2006,3b Marathon,Yes,Heilbronner Trollinger Marathon,Ingbert Bittel,M,DEU,05:03:18,?,https://www.teambittel.de/team/veranstaltungen_2007/20070617_fuerth.htm  https://marathonview.net/search?query=Ingbert%20Bittel
17/04/2006,2006,3b Marathon,Yes,Boston Marathon,Michal Kapral,M,CAN,03:06:45,14,
17/04/2006,2006,3b Marathon,Yes,Boston Marathon,Zach Warren,M,USA,02:58:23,?,
20/11/2005,2005,3b Marathon,Yes,Philadelphia Marathon,Zach Warren,M,USA,03:07:05,?,https://www.thecrimson.com/article/2005/11/30/marathon-man-grad-student-keeps-balls/
06/11/2005,2005,3b Marathon,Yes,New York City Marathon,Perry Romanowski,M,USA,03:58:10,?,https://marathonview.net/result/31146807
09/10/2005,2005,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:22:54,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
25/09/2005,2005,3b Marathon,Yes,Toronto Waterfront Marathon,Michal Kapral,M,CAN,03:07:46,20,
19/07/2005,2005,3b 5km,Yes,"IJA, Davenport, Iowa",Todd Warner,M,0,00:38:11,?,https://dev.juggle.org/history/champs/champs2005.php
19/07/2005,2005,3b 5km,Yes,"IJA, Davenport, Iowa",Danny Tomaro,M,0,00:26:46,?,https://dev.juggle.org/history/champs/champs2005.php
07/05/2005,2005,3b 5km,Yes,St Paul's Spring Tune-up,Riley McLincha,M,USA,00:26:20,3,https://www.athlinks.com/event/138944/results/Event/24014/Course/36946/Bib/708
09/01/2005,2005,3b Marathon,Yes,Rock 'n' Roll Arizona,Perry Romanowski,M,USA,03:28:01,?,https://marathonview.net/result/61221540
10/10/2004,2004,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,03:25:49,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
26/09/2004,2004,3b Marathon,Yes,Berlin Marathon,Peter Meyer,M,DEU,04:47:47,2,https://marathonview.net/search?query=peter%20meyer  http://home.mnet-online.de/joggling/aboutme_d.htm
13/07/2004,2004,3b 5km,Yes,"IJA, Buffalo",Dorothy Finnigan,F,0,00:35:49,?,https://dev.juggle.org/history/champs/champs2004.php
13/07/2004,2004,3b 5km,Yes,"IJA, Buffalo",Andrew Swan,M,0,00:29:15,?,https://dev.juggle.org/history/champs/champs2004.php
13/07/2004,2004,3b 5km,Yes,"IJA, Buffalo",Jamie Whoolery,M,0,00:26:16,?,https://dev.juggle.org/history/champs/champs2004.php
06/06/2004,2004,3b Marathon,Yes,San Diego Rock 'n' Roll,Perry Romanowski,M,USA,03:59:51,?,https://marathonview.net/result/60090344
11/01/2004,2004,3b Marathon,Yes,Rock 'n' Roll Arizona,Perry Romanowski,M,USA,03:50:21,?,https://marathonview.net/result/61212976
05/10/2003,2003,3b Marathon,Yes,"Twin Cities Marathon, Minnesota",Perry Romanowski,M,USA,03:51:38,?,
31/05/2003,2003,3b 10km,Yes,Oak Apple Run,Riley McLincha,M,USA,00:47:45,6,https://www.athlinks.com/event/28458/results/Event/59571/Course/362940/Entry/139702147
28/04/2003,2003,3b Marathon,Yes,Cleveland Marathon,Perry Romanowski,M,USA,04:12:56,?,
27/04/2003,2003,3b Half Marathon,Yes,West Bloomfield 1/2 Marathon,Riley McLincha,M,USA,02:12:42,15,https://www.athlinks.com/event/38318/results/Event/12960/Course/19137/Entry/8202460
01/02/2003,2003,3b Mile,Yes,"Atlanta, Georgia",Will Howard,M,USA,00:04:42,?,http://www.atlantajugglers.org/aja-media/articles-by-our-members/86-joggling-world-record
06/10/2002,2002,3b Marathon,Yes,Milwaukee Marathon,Perry Romanowski,M,USA,04:11:48,?,
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Gil Pontius,M,0,00:28:44,?,https://dev.juggle.org/history/champs/champs2002.php
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Danny Tomaro,M,0,00:27:35,?,https://dev.juggle.org/history/champs/champs2002.php
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Timmy Boas,M,0,00:25:57,?,https://dev.juggle.org/history/champs/champs2002.php
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Heather Marriott,F,USA,00:25:43,?,https://dev.juggle.org/history/champs/champs2002.php
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Jake Immerman,M,0,00:25:36,?,https://dev.juggle.org/history/champs/champs2002.php
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Andrew Swan,M,0,00:24:26,?,https://dev.juggle.org/history/champs/champs2002.php
17/07/2002,2002,3b 5km,Yes,"IJA, Reading, Pennsylvania",Mike Hebebrand,M,USA,00:19:52,?,https://dev.juggle.org/history/champs/champs2002.php
06/05/2002,2002,3b Marathon,Yes,"Flying Pig Marathon, Cincinnati",Perry Romanowski,M,USA,04:25:25,?,https://marathonview.net/result/60881124
07/10/2001,2001,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,04:25:25,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Charles Schweitzer,M,USA,00:08:18,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Glenn Ritter,M,0,00:07:50,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Steve Caruso,M,0,00:07:25,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Vytas Vaitkus,M,0,00:07:25,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Heather Marriott,F,USA,00:07:15,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Andrew Swan,M,0,00:06:27,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Mike Draney,M,0,00:06:06,?,https://dev.juggle.org/history/champs/champs2001.php
28/07/2001,2001,3b Mile,Yes,"IJA, Wisconsin",Jamie Whoolery,M,0,00:05:53,?,https://dev.juggle.org/history/champs/champs2001.php
28/04/2001,2001,3b Marathon,Yes,Nashville Country Music Marathon,Perry Romanowski,M,USA,04:18:28,?,
37003,2001,3c Marathon,No,London Marathon,Colin Francome,M,GBR,06:03:22,?,https://www.gazetteandherald.co.uk/news/7366767.serious-stuff-for-colin-the-clown/  https://marathonview.net/search?query=colin%20francome
36821,2000,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,04:16:06,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
36748,2000,3b Marathon,Yes,"Karlsruhe, Germany",Paul-Erik Lillholm,M,NOR,03:20:49,?,
36743,2000,3b 5km,Yes,"IJA, Montreal",Joshua Edleman,M,0,00:24:35,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b 5km,Yes,"IJA, Montreal",Sam Hartford,M,0,00:23:46,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b 5km,Yes,"IJA, Montreal",Andrew Swan,M,0,00:23:45,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Tim Baird,M,0,00:07:15,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Simon George,M,0,00:07:00,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Andrew Swan,M,0,00:06:58,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Lana Bolin,F,0,00:06:49,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Joshua Edleman,M,0,00:06:39,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Gil Pontius,M,0,00:06:35,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Sam Hartford,M,0,00:06:02,?,https://dev.juggle.org/history/champs/champs2000.php
36743,2000,3b Mile,Yes,"IJA, Montreal",Jamie Whoolery,M,0,00:05:58,?,https://dev.juggle.org/history/champs/champs2000.php
36457,1999,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,04:07:18,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
35722,1997,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,04:09:49,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
35722,1997,3b Marathon,Yes,Detroit Free Press Marathon,Riley McLincha,M,USA,05:21:12,30,https://www.athlinks.com/event/154412/results/Event/15106/Course/22290/Entry/10440441
35358,1996,3b Marathon,Yes,Chicago Marathon,Perry Romanowski,M,USA,04:05:41,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
33577,1991,3b Marathon,Yes,California International Marathon,Bill Coad,M,USA,04:43:38,?,https://www.justyouraveragejoggler.com/bill-coad-entertainer-business-owner-and-joggler/  https://marathonview.net/search?query=william%20coad
32572,1989,3b Marathon,Yes,Los Angeles Marathon,Mike Hebebrand,M,USA,03:32:00,10,https://www.latimes.com/archives/la-xpm-1989-04-24-me-1750-story.html
32453,1988,5b Marathon,Yes,New York City Marathon,Billy Gillen,M,USA,07:07:16,?,"https://results.nyrr.org/event/881106/finishers/1329691#search=William%2520Gillen     https://www.dev.juggle.org/history/archives/jugmags/41-3/41-3,p6.htm"
32328,1988,3b Marathon,Yes,Salmon River Idaho,Ashrita Furman,M,USA,03:22:32,?,
32082,1987,3b Marathon,Yes,New York Marathon,Albert Lucas,M,USA,03:58:43,?,His second joggling marathon. http://www.juggling.org/jw/87/4/notes.html
31837,1987,3b Marathon,Yes,Los Angeles Marathon,Albert Lucas,M,USA,04:04:35,0,Albert's first joggling marathon. https://www.instagram.com/p/B9awUjCHeG-/ Also documented in Jugglers World Spring 1987 Newsletter
30101,1982,3b Marathon,Yes,Montreal International Marathon,Michel Lauzière,M,CAN,03:57:00,?,Email exchange
29841,1981,3b Marathon,Yes,Montreal International Marathon,Michel Lauzière,M,CAN,04:05:00,1,"The very first marathon joggled http://www.dev.juggle.org/history/archives/jugmags/33-5/33-5,p28.htm  https://michellauziere.com/en/biography?fbclid=IwAR2anhLNF-oEFjURGW7YdlZSqmlNxilYRQdh3MeirIdGkLK9dzQRfV8nOwM"
29783,1981,3b 5km,Yes,"IJA, Cleveland, Ohio",Dan Berg,M,0,00:21:34,?,https://dev.juggle.org/history/champs/champs1981.php
29783,1981,3b 5km,Yes,"IJA, Cleveland, Ohio",Larry Kluger,M,0,00:21:09,?,https://dev.juggle.org/history/champs/champs1981.php
29783,1981,3b 5km,Yes,"IJA, Cleveland, Ohio",Paul Williams,M,0,00:20:11,?,https://dev.juggle.org/history/champs/champs1981.php
29783,1981,3b 1500m,Yes,"IJA, Cleveland, Ohio",Gerry Berg,M,0,00:05:36,?,https://dev.juggle.org/history/champs/champs1981.php
29783,1981,3b 1500m,Yes,"IJA, Cleveland, Ohio",Bill Giduz,M,USA,00:05:26,?,https://dev.juggle.org/history/champs/champs1981.php
29783,1981,3b 1500m,Yes,"IJA, Cleveland, Ohio",Michel Lauzière,M,CAN,00:05:03,?,"Email exchange inc photo of newpaper article, http://www.juggling.org/orgs/ija/champs.txt"
29169,1979,3b 10km,Yes,"Vulcan Run, Birmingham, USA",Bill Giduz,M,USA,??,?,https://championship-racing.com/results/history/VULCAN%20RUN%20History.pdf
2023,2023,3b 5km,Yes,"IJA, Virtual",Brady Xue,M,USA,00:20:25,?,https://www.facebook.com/groups/372157942956062
2023,2023,3b 5km,Yes,"IJA, Virtual",Daniel Raum,M,AUT,00:20:18,?,https://www.facebook.com/groups/372157942956062
2023,2023,3b 5km,Yes,"IJA, Virtual",Christoph Mitasch,M,0,00:21:06,?,https://www.facebook.com/groups/372157942956062
2023,2023,3b 5km,Yes,"IJA, Virtual",Sterling Franklin,M,USA,00:21:57,?,https://www.facebook.com/groups/372157942956062
2023,2023,3b 5km,Yes,"IJA, Virtual",JoAnn Ireland,F,USA,00:39:23,?,https://www.facebook.com/groups/372157942956062
2022,2022,3b 10km,Yes,Time Trial,Chris Edwin,M,GBR,00:36:02,0,
2022,2022,3b 5km,Yes,"IJA, Virtual",Daniel Raum,M,AUT,00:19:58,?,https://www.juggle.org/enewsletter/2022-08
2020,2020,3b Marathon,Yes,New York Virtual Marathon,Barak Hirschowitz,M,USA,04:37:21,?,https://results.nyrr.org/event/20VMara/finishers#search=Barak%2520Hirschowitz
2020,2020,3b 5km,Yes,"IJA, Virtual",Craig Muhlenkamp,M,USA,00:26:17,?,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b 5km,Yes,"IJA, Virtual",Koutaro Kawano,M,JPN,00:24:07,?,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b 5km,Yes,"IJA, Virtual",Christoph Mitasch,M,0,00:23:34,?,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b 5km,Yes,"IJA, Virtual",Sterling Franklin,M,USA,00:19:43,?,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b 5km,Yes,"IJA, Virtual",Michael-Lucien Bergeron,M,CAN,00:16:49,0,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b Mile,Yes,"IJA, Virtual",Marla Edgecomb,F,USA,00:10:45,?,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b Mile,Yes,"IJA, Virtual",Craig Muhlenkamp,M,USA,00:06:54,?,https://www.juggle.org/festival-details/online-joggling-championships/
2020,2020,3b Mile,Yes,"IJA, Virtual",Sterling Franklin,M,USA,00:05:29,?,https://www.juggle.org/festival-details/online-joggling-championships/
2019,2019,3b Half Marathon,Yes,Istanbul Half Marathon,Levent Denizci,M,TUR,02:10:05,2,
2019,2019,3b Half Marathon,Yes,Eskisehir Half Marathon,Levent Denizci,M,TUR,02:09:18,3,
2019,2019,3b 17km,No,Wings for Life World Run,Levent Denizci,M,TUR,01:39:00,1,
2019,2019,3b 5km,Yes,Guelph 5km,Mark Jolin,M,0,00:36:02,?,https://sites.google.com/site/guelph5kjoggling/results
2019,2019,3b 5km,Yes,Guelph 5km,Greg Philips,M,0,00:27:19,?,https://sites.google.com/site/guelph5kjoggling/results
2019,2019,3b 5km,Yes,Guelph 5km,Gabrielle Foran,F,CAN,00:20:42,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b Half Marathon,Yes,Edirne Half Marathon,Levent Denizci,M,TUR,02:17:35,9,
2018,2018,3b Half Marathon,Yes,Istanbul Half Marathon,Levent Denizci,M,TUR,01:59:31,4,
2018,2018,3b Half Marathon,Yes,Giresun Half Marathon,Levent Denizci,M,TUR,01:56:38,3,
2018,2018,3b 15km,No,Istanbul,Levent Denizci,M,TUR,01:35:30,8,
2018,2018,3b 5km,Yes,Guelph 5km,David Pavlove Cunsolo,M,0,00:30:17,?,https://sites.google.com/site/guelph5kjoggling/results
